1º,Cálculo I,Engenharia Mecatrônica,VR01,2TER,19:00,20:15,
1º,Química Geral,Engenharia Mecatrônica,VR01,2TER,20:35,21:50,
1º,Química Geral - PA,Engenharia Mecatrônica,VR01,1SEG,19:00,20:15,
1º,Química Geral - PB,Engenharia Mecatrônica,VR01,1SEG,20:35,21:50,
1º,Comunicação Profissional,Engenharia Mecatrônica,VR01,5SEX,20:35,21:50,
,,Engenharia Mecatrônica,,,,,
1º,Introdução à Engenharia,Engenharia Mecatrônica,NR01,1SEG,19:00,20:15,
1º,Algoritmos e Programação                                                                  ,Engenharia Mecatrônica,NR01,5SEX,19:00,20:15,
1º,Algoritmos e Programação                                                                  ,Engenharia Mecatrônica,NR01,5SEX,20:35,21:50,
1º,Cálculo I,Engenharia Mecatrônica,NR01,2TER,19:00,20:15,
1º,Cálculo I,Engenharia Mecatrônica,NR01,2TER,20:35,21:50,
1º,Química Geral,Engenharia Mecatrônica,NR01,3QUA,17:30,18:45,
1º,Química Geral - PA,Engenharia Mecatrônica,NR01,3QUA,19:00,20:15,
1º,Química Geral - PB,Engenharia Mecatrônica,NR01,3QUA,20:35,21:50,
1º,Comunicação Profissional,Engenharia Mecatrônica,NR01,1SEG,20:35,21:50,
,,Engenharia Mecatrônica,,,,,
3º,Física - Eletricidade,Engenharia Mecatrônica,NR01,5SEX,17:30,18:45,
3º,Física - Eletricidade - PA,Engenharia Mecatrônica,NR01,5SEX,19:00,20:15,
3º,Física - Eletricidade - PB,Engenharia Mecatrônica,NR01,5SEX,20:35,21:50,
3º,Mecânica dos Sólidos,Engenharia Mecatrônica,NR01,3QUA,19:00,20:15,
3º,Mecânica dos Sólidos,Engenharia Mecatrônica,NR01,3QUA,20:35,21:50,
3º,Estrutura de Dados com Orientação a Objetos,Engenharia Mecatrônica,NR01,2TER,19:00,20:15,
3º,Estrutura de Dados com Orientação a Objetos,Engenharia Mecatrônica,NR01,2TER,20:35,21:50,
3º,Cálculo III,Engenharia Mecatrônica,NR01,4QUI,19:00,20:15,
3º,Cálculo III,Engenharia Mecatrônica,NR01,4QUI,20:35,21:50,
3º,Sistemas Digitais,Engenharia Mecatrônica,NR01,1SEG,19:00,21:50,
3º,Sistemas Digitais,Engenharia Mecatrônica,NR01,1SEG,20:35,21:50,
3º,Desenvolvimento Humano e Social,Engenharia Mecatrônica,NR01,1SEG,17:30,18:45,
,,Engenharia Mecatrônica,,,,,
4º,Circuitos Elétricos I,Engenharia Mecatrônica,NR01,5SEX,19:00,20:15,
4º,Circuitos Elétricos I,Engenharia Mecatrônica,NR01,5SEX,20:35,21:50,
4º,Microcontroladores e Aplicações,Engenharia Mecatrônica,NR01,1SEG,19:00,20:15,
4º,Microcontroladores e Aplicações,Engenharia Mecatrônica,NR01,1SEG,20:35,21:50,
4º,Ciência e Tecnologia dos Materiais,Engenharia Mecatrônica,NR01,3QUA,19:00,20:15,
4º,Ciência e Tecnologia dos Materiais,Engenharia Mecatrônica,NR01,3QUA,20:35,21:50,
4º,Cálculo IV,Engenharia Mecatrônica,NR01,2TER,19:00,20:15,
4º,Cálculo IV,Engenharia Mecatrônica,NR01,2TER,20:35,21:50,
4º,Cálculo Numérico,Engenharia Mecatrônica,NR01,1SEG,17:30,18:45,
,,Engenharia Mecatrônica,,,,,
5º,Eletromagnetismo,Engenharia Mecatrônica,NR01,3QUA,19:00,20:15,
5º,Eletromagnetismo,Engenharia Mecatrônica,NR01,3QUA,20:35,21:50,
5º,Sinais e Sistemas,Engenharia Mecatrônica,NR01,1SEG,17:30,18:45,
5º,Sinais e Sistemas,Engenharia Mecatrônica,NR01,3QUA,17:30,18:45,
5º,Eletrônica Analógica,Engenharia Mecatrônica,NR01,2TER,19:00,20:15,
5º,Eletrônica Analógica,Engenharia Mecatrônica,NR01,2TER,20:35,21:50,
5º,Microcontroladores e Aplicações,Engenharia Mecatrônica,NR01,1SEG,19:00,20:15,
5º,Microcontroladores e Aplicações,Engenharia Mecatrônica,NR01,1SEG,20:35,21:50,
5º,Meio Ambiente e Sustentabilidade,Engenharia Mecatrônica,NR01,2TER,17:30,18:45,
,,Engenharia Mecatrônica,,,,,
6º,Resistência dos Materiais I,Engenharia Mecatrônica,NR01,1SEG,19:00,20:15,
6º,Resistência dos Materiais I,Engenharia Mecatrônica,NR01,1SEG,20:35,21:50,
6º,Acionamentos para Automação                                                               ,Engenharia Mecatrônica,NR01,1SEG,17:30,18:45,
6º,Acionamentos para Automação                                                               ,Engenharia Mecatrônica,NR01,5SEX,17:30,18:45,
6º,Controle I                                                                                ,Engenharia Mecatrônica,NR01,2TER,19:00,20:15,
6º,Controle I                                                                                ,Engenharia Mecatrônica,NR01,2TER,20:35,21:50,
6º,Psicologia e Comportamento                                                                ,Engenharia Mecatrônica,NR01,5SEX,19:00,20:15,
6º,Mecânica dos Fluídos I,Engenharia Mecatrônica,NR01,3QUA,17:30,18:45,
6º,Mecânica dos Fluídos I,Engenharia Mecatrônica,NR01,2TER,17:30,18:45,
6º,Redes Industriais,Engenharia Mecatrônica,NR01,3QUA,19:00,20:15,
6º,Redes Industriais,Engenharia Mecatrônica,NR01,3QUA,20:35,21:50,
,,Engenharia Mecatrônica,,,,,
